Variable,T_Statistic,P_Value,Effect_Size,High_Mean,Low_Mean,Significant
HS_Grad_or_Higher,3.0845984934665256,0.002631766898537609,0.492941398692737,24.4943661971831,20.285792349726773,True
Pct_Black_Alone,2.3247838162950187,0.02197163466395156,0.35749923822763224,0.5211267605633803,0.31803278688524594,True
Median_Age,-2.199991311490995,0.029571565081754316,-0.3044218152624078,38.58591549295775,40.576502732240435,True
