GEOID,County,Median_Age,Median_Household_Income,Median_Home_Value,Pct_White_Alone,Pct_Black_Alone,Pct_Asian_Alone,Pct_AIAN_Alone,Pct_NHPI_Alone,Pct_SomeOther_Alone,Pct_TwoOrMore,Pct_Hispanic,HS_Grad_or_Higher,Bachelors_or_Higher,Unemployment_Rate,Pct_Below_Poverty_Level,StateFIPS,CountyFIPS,County_clean,county_clean,highway_count
48115,"Dawson County, Texas",34.6,55789,90800,51.8,0.1,3.2,0.3,44.6,35.6,6.5,1.8,14.5,72.3,7.9,17.7,48,115,dawson,,0.0
48123,"DeWitt County, Texas",41.8,64014,167200,30.5,0.3,4.5,0.0,64.7,53.7,7.3,2.1,15.7,85.4,4.2,15.9,48,123,dewitt,,0.0
48117,"Deaf Smith County, Texas",31.4,54114,116000,70.5,0.7,3.2,1.3,24.3,21.8,0.8,1.9,11.8,71.4,3.3,15.8,48,117,deaf smith,,0.0
48119,"Delta County, Texas",40.7,62855,149400,8.3,0.2,0.2,0.0,91.3,78.5,8.3,4.5,19.5,90.0,3.3,14.0,48,119,delta,,0.0
48121,"Denton County, Texas",36.8,108185,403400,14.3,1.1,4.3,0.5,79.7,54.0,10.5,2.1,48.4,93.4,4.0,7.0,48,121,denton,denton,5.0
48125,"Dickens County, Texas",45.7,50417,65000,26.0,0.0,8.0,0.0,66.0,63.6,1.5,2.0,19.1,85.0,6.7,14.5,48,125,dickens,,0.0
48127,"Dimmit County, Texas",36.3,33409,80300,79.6,0.0,7.4,0.0,13.0,9.5,0.7,1.9,11.0,74.4,6.8,44.8,48,127,dimmit,dimmit,1.0
48129,"Donley County, Texas",45.4,56648,90500,10.7,0.7,0.8,0.0,87.8,78.5,5.4,0.5,16.1,83.5,0.0,8.3,48,129,donley,,0.0
48131,"Duval County, Texas",35.9,50081,86400,77.1,0.1,4.7,0.0,18.2,16.7,0.7,1.3,7.0,73.6,7.9,29.0,48,131,duval,duval,4.0
48133,"Eastland County, Texas",42.6,51741,121700,14.3,0.0,2.5,0.0,83.1,77.4,2.2,1.8,22.2,85.0,4.9,14.6,48,133,eastland,eastland,11.0
48135,"Ector County, Texas",31.3,71031,190500,57.1,0.4,3.4,1.4,37.7,30.0,4.7,2.0,16.6,77.6,5.6,15.3,48,135,ector,ector,2.0
48137,"Edwards County, Texas",39.6,38500,78300,43.7,0.1,0.1,0.0,56.2,52.9,1.6,1.4,25.9,78.4,0.0,25.3,48,137,edwards,,0.0
48141,"El Paso County, Texas",33.3,58859,167300,77.5,1.0,4.0,0.2,17.3,11.2,2.9,2.0,25.4,80.6,6.2,18.9,48,141,el paso,el paso,7.0
48139,"Ellis County, Texas",36.3,95898,306400,24.0,0.5,2.9,0.3,72.4,54.7,13.2,3.3,28.6,87.6,4.0,8.1,48,139,ellis,ellis,14.0
48143,"Erath County, Texas",31.9,65351,251900,18.9,0.5,2.5,0.1,78.0,72.6,1.4,2.3,32.5,87.1,5.3,15.9,48,143,erath,,0.0
48145,"Falls County, Texas",41.5,55372,97300,22.8,0.2,1.4,0.0,75.6,50.0,19.8,1.9,15.0,84.9,7.2,14.6,48,145,falls,,0.0
48147,"Fannin County, Texas",40.7,68377,213500,11.1,0.1,1.3,0.0,87.4,76.1,6.3,3.0,20.2,86.8,4.5,14.2,48,147,fannin,fannin,4.0
48149,"Fayette County, Texas",48.6,76541,271100,21.2,0.0,0.4,0.0,78.4,69.8,5.8,1.2,27.2,90.3,2.9,8.8,48,149,fayette,fayette,6.0
48151,"Fisher County, Texas",42.6,64700,77600,24.7,0.0,1.6,0.0,73.6,65.8,3.8,3.7,18.2,90.3,3.6,10.3,48,151,fisher,,0.0
48153,"Floyd County, Texas",38.5,55461,101000,53.5,0.0,4.1,0.0,42.4,37.3,2.4,1.4,16.7,74.6,3.8,18.1,48,153,floyd,,0.0
48155,"Foard County, Texas",45.7,42212,71400,9.1,0.6,1.2,0.0,89.1,70.0,0.3,4.4,14.5,81.2,6.7,20.9,48,155,foard,,0.0
48157,"Fort Bend County, Texas",37.1,113409,350300,15.2,0.6,8.1,0.5,75.5,29.8,20.3,1.5,49.3,91.9,5.0,7.2,48,157,fort bend,fort bend,1.0
48159,"Franklin County, Texas",43.5,66800,213200,13.0,0.0,1.3,0.0,85.7,77.7,5.1,1.3,29.3,90.9,6.4,11.1,48,159,franklin,franklin,2.0
48161,"Freestone County, Texas",41.8,58460,164400,14.7,0.1,2.0,0.1,83.2,63.5,14.7,1.4,15.9,86.6,1.9,14.3,48,161,freestone,freestone,7.0
48163,"Frio County, Texas",31.8,60098,110100,60.8,0.2,15.9,0.7,22.4,15.2,4.2,1.1,11.4,70.6,5.3,19.6,48,163,frio,,0.0
48165,"Gaines County, Texas",29.3,76605,185300,36.4,0.2,3.2,0.0,60.2,56.9,2.5,0.6,8.1,58.3,2.2,7.4,48,165,gaines,gaines,5.0
48167,"Galveston County, Texas",38.5,85348,284900,19.3,1.0,5.2,0.4,74.1,54.8,12.0,1.8,34.3,89.8,5.5,11.2,48,167,galveston,galveston,6.0
48169,"Garza County, Texas",38.4,50545,79300,43.4,0.5,6.0,0.1,50.0,37.2,10.3,1.3,10.6,68.1,6.9,14.0,48,169,garza,,0.0
48171,"Gillespie County, Texas",50.5,67799,432300,19.5,0.1,2.7,0.0,77.6,74.2,0.2,2.0,35.3,89.3,3.8,9.5,48,171,gillespie,gillespie,18.0
48173,"Glasscock County, Texas",40.6,106806,248600,27.1,0.0,0.0,0.0,72.9,66.3,0.0,4.9,39.9,87.6,1.2,8.5,48,173,glasscock,glasscock,3.0
48175,"Goliad County, Texas",44.8,59556,182800,30.7,0.0,1.5,0.0,67.8,60.4,4.8,1.7,19.0,84.0,5.5,9.2,48,175,goliad,,0.0
48177,"Gonzales County, Texas",38.8,59355,158900,47.0,0.5,3.1,0.2,49.2,41.0,6.0,1.4,12.6,77.0,1.4,14.5,48,177,gonzales,gonzales,1.0
48179,"Gray County, Texas",36.8,56082,100400,27.5,0.2,3.1,0.0,69.2,60.6,4.4,3.1,15.4,84.8,5.3,16.3,48,179,gray,,0.0
48181,"Grayson County, Texas",39.4,70455,228300,13.2,0.2,2.3,0.1,84.1,72.0,5.3,3.1,23.7,90.5,3.6,11.1,48,181,grayson,grayson,4.0
48183,"Gregg County, Texas",35.9,64809,185800,17.8,0.2,1.7,0.1,80.2,55.3,19.2,1.9,22.4,86.8,3.7,17.0,48,183,gregg,gregg,5.0
48185,"Grimes County, Texas",40.5,67080,226600,23.1,0.1,2.1,0.0,74.7,56.8,11.5,3.7,19.5,81.9,4.6,13.3,48,185,grimes,,0.0
48187,"Guadalupe County, Texas",37.5,93776,285900,32.3,1.4,4.6,0.3,61.5,48.0,7.3,2.1,30.9,89.3,4.4,8.8,48,187,guadalupe,guadalupe,3.0
48189,"Hale County, Texas",34.1,52788,106100,50.8,0.7,9.2,0.1,39.2,32.1,4.0,3.0,15.6,75.1,4.1,19.0,48,189,hale,hale,3.0
48191,"Hall County, Texas",44.9,46728,80200,25.3,0.0,9.2,0.0,65.5,54.5,5.0,5.9,17.8,83.3,9.3,16.4,48,191,hall,,0.0
48193,"Hamilton County, Texas",43.8,55339,124800,13.2,0.0,0.4,0.0,86.4,82.9,1.9,1.2,24.3,88.3,6.1,18.4,48,193,hamilton,,0.0
48195,"Hansford County, Texas",35.9,68299,132100,46.9,1.3,1.5,0.0,50.3,47.7,0.2,2.3,30.4,74.6,5.5,7.8,48,195,hansford,,0.0
48197,"Hardeman County, Texas",44.3,61179,76500,20.6,2.0,2.8,1.5,73.1,65.5,3.4,6.3,15.0,85.7,1.6,12.8,48,197,hardeman,,0.0
48199,"Hardin County, Texas",39.3,72532,188200,4.6,0.2,1.7,0.0,93.5,83.3,5.6,1.7,20.8,89.9,5.2,12.3,48,199,hardin,hardin,1.0
48201,"Harris County, Texas",34.4,73104,255000,29.6,0.8,12.0,0.9,56.6,27.4,18.7,2.1,33.7,82.5,6.4,15.9,48,201,harris,harris,17.0
48203,"Harrison County, Texas",38.9,66040,178200,13.5,0.1,1.0,0.0,85.4,60.7,20.4,1.8,22.5,89.2,6.0,17.4,48,203,harrison,harrison,6.0
48205,"Hartley County, Texas",39.5,82122,213200,28.6,0.3,1.8,0.0,69.3,56.8,6.7,2.2,23.1,83.1,2.4,6.8,48,205,hartley,hartley,1.0
48207,"Haskell County, Texas",44.3,54044,92000,22.8,0.5,2.7,0.0,74.0,66.1,5.9,2.7,22.5,83.3,5.4,14.2,48,207,haskell,,0.0
48209,"Hays County, Texas",33.9,85827,371400,32.6,0.8,5.4,0.2,60.9,51.3,3.8,2.5,41.9,91.5,4.6,12.0,48,209,hays,hays,1.0
48211,"Hemphill County, Texas",41.3,72052,214900,32.4,0.0,0.8,0.0,66.8,63.2,0.3,1.3,24.4,84.5,4.8,3.5,48,211,hemphill,,0.0
48213,"Henderson County, Texas",43.8,63955,189600,12.7,0.2,1.3,0.1,85.7,75.2,5.3,2.1,20.2,87.5,5.0,14.2,48,213,henderson,henderson,1.0
48215,"Hidalgo County, Texas",30.3,52281,124000,87.6,0.3,3.9,0.1,8.1,6.1,0.5,0.8,20.3,69.3,7.6,27.2,48,215,hidalgo,hidalgo,8.0
48217,"Hill County, Texas",40.8,63147,163100,20.7,0.3,1.5,0.1,77.4,68.2,5.7,1.9,18.5,86.9,4.2,14.2,48,217,hill,hill,1.0
48219,"Hockley County, Texas",35.8,54810,112700,44.3,0.1,5.2,0.0,50.4,44.9,2.8,1.7,18.3,79.9,4.9,12.6,48,219,hockley,hockley,1.0
48221,"Hood County, Texas",46.3,86802,281300,11.2,0.4,1.6,0.2,86.7,81.1,1.0,1.4,32.4,92.3,6.2,8.2,48,221,hood,hood,1.0
48223,"Hopkins County, Texas",39.6,64725,193200,16.7,0.1,1.2,0.1,81.8,71.2,7.1,1.7,20.0,84.6,4.5,12.3,48,223,hopkins,hopkins,1.0
48225,"Houston County, Texas",44.0,54563,155100,12.1,0.3,1.6,0.0,86.0,58.6,21.5,3.2,15.5,82.7,6.6,16.3,48,225,houston,houston,3.0
48227,"Howard County, Texas",37.0,71457,150300,38.4,0.7,7.2,0.6,53.1,44.0,4.9,1.6,15.3,81.2,5.0,15.1,48,227,howard,howard,12.0
48229,"Hudspeth County, Texas",33.2,39336,57400,56.6,1.0,7.9,0.0,34.5,29.9,0.8,5.1,12.4,59.9,11.9,19.0,48,229,hudspeth,hudspeth,20.0
48231,"Hunt County, Texas",37.2,70112,210900,17.6,0.5,2.1,0.3,79.4,66.5,7.7,2.2,21.9,86.3,5.5,12.4,48,231,hunt,hunt,5.0
48233,"Hutchinson County, Texas",38.1,65470,102200,21.9,0.1,2.4,0.1,75.5,68.1,2.4,5.0,16.0,85.8,2.3,11.6,48,233,hutchinson,,0.0
48235,"Irion County, Texas",50.5,58125,152600,29.9,0.0,0.0,0.0,70.1,69.0,0.0,0.3,22.1,89.2,0.6,7.5,48,235,irion,,0.0
48237,"Jack County, Texas",41.3,65693,174800,15.9,0.3,1.7,0.5,81.6,75.6,3.4,2.0,15.6,80.2,9.8,13.5,48,237,jack,jack,1.0
48239,"Jackson County, Texas",42.1,61752,175500,30.4,0.0,2.4,0.0,67.2,57.7,5.9,1.1,15.9,83.0,5.5,14.1,48,239,jackson,,0.0
48241,"Jasper County, Texas",42.5,49919,125900,5.8,0.0,1.0,0.0,93.1,73.7,15.4,1.1,12.6,88.3,14.0,22.2,48,241,jasper,jasper,1.0
48243,"Jeff Davis County, Texas",58.7,32625,234400,30.2,0.0,0.9,0.0,69.0,66.7,0.6,2.2,30.4,86.7,0.0,31.2,48,243,jeff davis,,0.0
48245,"Jefferson County, Texas",37.1,59934,159600,18.6,0.4,4.2,0.3,76.5,37.4,32.9,1.3,19.4,84.9,5.5,18.8,48,245,jefferson,jefferson,5.0
48247,"Jim Hogg County, Texas",25.0,42230,125600,76.4,0.0,1.9,0.0,21.7,21.3,0.1,0.0,19.0,78.8,8.4,31.4,48,247,jim hogg,jim hogg,1.0
48249,"Jim Wells County, Texas",35.5,47492,104800,72.8,0.1,6.5,0.0,20.6,18.5,0.6,1.3,15.2,79.2,5.6,23.2,48,249,jim wells,jim wells,11.0
48251,"Johnson County, Texas",37.2,81826,254600,21.8,0.6,2.1,0.1,75.4,66.3,4.7,1.8,23.5,86.9,3.6,10.7,48,251,johnson,,0.0
48253,"Jones County, Texas",39.0,63472,92700,24.7,0.4,3.1,0.2,71.6,56.3,10.3,4.1,11.2,81.1,4.9,12.6,48,253,jones,,0.0
48255,"Karnes County, Texas",37.1,59103,136900,47.7,0.6,4.2,0.5,46.9,35.1,6.9,3.8,16.0,77.2,4.6,21.3,48,255,karnes,,0.0
48257,"Kaufman County, Texas",34.2,88606,290800,22.6,0.8,2.6,0.4,73.6,52.0,16.7,2.2,25.3,86.3,4.8,9.7,48,257,kaufman,kaufman,2.0
48259,"Kendall County, Texas",43.1,110498,489800,19.2,0.2,4.0,0.2,76.3,71.0,0.8,1.9,49.1,93.6,4.7,5.1,48,259,kendall,,0.0
48261,"Kenedy County, Texas",65.5,-666666666,-666666666,90.4,0.0,0.0,0.0,9.6,3.8,0.0,1.9,10.6,46.8,0.0,5.9,48,261,kenedy,kenedy,14.0
48263,"Kent County, Texas",57.6,71420,108900,9.8,1.5,0.6,0.0,88.2,83.4,0.8,2.6,26.9,89.9,8.8,8.4,48,263,kent,,0.0
48265,"Kerr County, Texas",48.6,67927,285100,22.7,0.5,3.3,0.0,73.6,67.9,1.5,2.4,31.2,90.3,2.9,11.7,48,265,kerr,kerr,1.0
48267,"Kimble County, Texas",50.3,65703,173100,24.2,0.3,1.1,0.0,74.4,71.0,1.9,1.8,25.6,83.1,1.1,15.0,48,267,kimble,,0.0
48269,"King County, Texas",49.1,70192,-666666666,25.9,0.0,0.0,0.0,74.1,67.2,0.0,6.9,36.4,79.9,0.0,15.3,48,269,king,,0.0
48271,"Kinney County, Texas",50.4,66341,88500,43.9,1.2,8.0,0.3,46.6,44.6,0.1,3.7,19.5,88.7,1.6,11.3,48,271,kinney,,0.0
48273,"Kleberg County, Texas",29.3,57612,152200,65.5,0.3,5.4,0.1,28.7,21.0,3.2,1.6,23.7,83.8,7.6,28.8,48,273,kleberg,,0.0
48275,"Knox County, Texas",40.5,56304,66800,30.8,0.0,2.9,0.2,66.2,57.1,3.0,1.1,15.6,85.2,1.3,11.4,48,275,knox,,0.0
48283,"La Salle County, Texas",38.8,55469,101000,73.5,0.6,6.9,0.0,19.0,13.7,3.5,1.3,8.1,63.9,2.5,22.0,48,283,la salle,,0.0
48277,"Lamar County, Texas",40.0,61122,175500,8.4,0.1,0.8,0.0,90.8,71.8,12.4,2.7,20.6,88.0,3.9,18.7,48,277,lamar,lamar,7.0
48279,"Lamb County, Texas",36.6,56997,76600,53.8,0.0,3.8,0.0,42.4,36.8,2.7,2.1,14.3,77.4,2.9,15.9,48,279,lamb,,0.0
48281,"Lampasas County, Texas",43.9,76919,236000,13.4,3.2,3.1,0.3,79.9,70.2,3.7,3.0,21.6,90.3,4.7,9.2,48,281,lampasas,,0.0
48285,"Lavaca County, Texas",43.1,61768,220900,18.2,0.1,1.1,0.4,80.2,71.7,4.0,2.3,20.9,87.1,3.0,9.4,48,285,lavaca,,0.0
48287,"Lee County, Texas",41.4,66000,247500,24.7,0.0,1.4,0.2,73.8,60.2,10.4,2.6,18.7,83.2,5.3,12.2,48,287,lee,,0.0
48289,"Leon County, Texas",44.3,59975,177400,13.9,0.0,2.2,0.0,83.9,73.0,7.3,1.8,17.1,86.3,3.9,14.4,48,289,leon,leon,6.0
48291,"Liberty County, Texas",33.3,64773,167100,31.2,0.1,5.4,0.2,63.1,51.8,8.0,1.8,11.2,78.1,7.1,17.7,48,291,liberty,,0.0
48293,"Limestone County, Texas",42.0,58109,154400,21.0,0.3,1.8,0.0,76.9,55.5,17.0,1.0,19.1,85.6,3.2,19.4,48,293,limestone,limestone,1.0
48295,"Lipscomb County, Texas",37.4,71442,128400,29.4,1.3,6.2,0.0,63.1,56.3,0.4,4.3,25.4,83.5,7.4,13.6,48,295,lipscomb,,0.0
48297,"Live Oak County, Texas",38.6,53869,142300,33.7,0.0,8.3,0.1,57.9,48.5,2.1,2.1,13.8,76.9,5.4,17.2,48,297,live oak,,0.0
48299,"Llano County, Texas",57.5,65636,322300,10.2,0.1,1.9,0.5,87.3,83.2,1.0,1.2,33.1,91.9,5.3,11.7,48,299,llano,llano,1.0
48301,"Loving County, Texas",68.9,51087,-666666666,0.0,0.0,0.0,0.0,100.0,90.7,0.0,0.0,0.0,94.2,0.0,9.3,48,301,loving,,0.0
48303,"Lubbock County, Texas",31.7,63367,199600,29.0,0.5,6.1,0.1,64.2,52.1,6.7,1.7,33.3,88.8,4.7,17.2,48,303,lubbock,lubbock,1.0
48305,"Lynn County, Texas",37.2,57411,130800,35.4,0.0,5.6,0.5,58.4,54.4,1.6,3.7,24.3,82.8,4.3,17.5,48,305,lynn,,0.0
48313,"Madison County, Texas",35.8,67128,149100,21.6,0.3,3.6,0.4,74.1,52.6,15.4,3.6,14.5,80.2,5.9,13.4,48,313,madison,madison,1.0
48315,"Marion County, Texas",50.6,47447,110500,2.7,0.0,1.9,0.0,95.5,70.3,21.6,2.1,16.0,86.6,8.4,18.4,48,315,marion,,0.0
48317,"Martin County, Texas",37.2,77083,162200,42.8,0.0,2.8,0.0,54.4,48.0,1.2,3.6,17.8,83.8,6.3,8.1,48,317,martin,,0.0
48319,"Mason County, Texas",46.5,68750,274600,20.9,0.0,0.0,0.0,79.1,77.5,0.1,0.6,40.1,84.3,2.3,6.4,48,319,mason,,0.0
48321,"Matagorda County, Texas",37.5,55174,162200,37.7,1.2,4.2,0.1,56.8,42.1,10.1,1.1,22.8,82.7,6.9,21.8,48,321,matagorda,matagorda,1.0
48323,"Maverick County, Texas",30.2,51270,151500,90.7,1.2,2.9,0.0,5.1,2.8,0.2,1.9,15.3,67.7,7.6,22.6,48,323,maverick,,0.0
48307,"McCulloch County, Texas",47.1,51919,104400,27.8,0.0,3.0,0.0,69.3,63.6,0.8,5.5,19.6,82.8,10.5,14.6,48,307,mcculloch,,0.0
48309,"McLennan County, Texas",34.0,63888,219200,23.5,0.6,2.3,0.2,73.4,54.7,13.6,1.3,27.8,88.1,4.5,17.1,48,309,mclennan,,0.0
48311,"McMullen County, Texas",32.6,45833,108800,42.7,0.0,11.7,0.0,45.6,44.6,0.0,3.2,15.0,88.4,0.0,9.1,48,311,mcmullen,mcmullen,1.0
48325,"Medina County, Texas",39.6,73462,220000,44.6,0.8,5.6,0.1,48.9,42.3,2.8,2.3,22.2,86.0,3.2,11.3,48,325,medina,medina,3.0
48327,"Menard County, Texas",58.0,48191,105300,26.3,0.8,0.9,0.0,72.0,68.4,0.4,5.2,22.9,76.8,14.4,21.1,48,327,menard,,0.0
48329,"Midland County, Texas",32.6,93984,293000,39.2,0.6,3.8,1.2,55.2,44.0,6.4,2.0,30.9,86.2,3.7,10.6,48,329,midland,midland,8.0
48331,"Milam County, Texas",41.6,59076,168900,22.6,0.7,2.3,0.0,74.4,62.1,9.3,1.7,19.5,86.7,5.4,15.8,48,331,milam,milam,14.0
48333,"Mills County, Texas",52.2,64494,200200,15.9,0.0,3.0,0.0,81.1,76.0,0.6,3.2,28.1,89.5,3.9,7.7,48,333,mills,,0.0
48335,"Mitchell County, Texas",36.9,56033,85700,34.7,0.3,3.7,0.0,61.3,46.9,5.7,7.1,13.9,83.3,4.7,13.2,48,335,mitchell,mitchell,1.0
48337,"Montague County, Texas",44.0,62818,189400,11.5,0.1,0.3,0.0,88.0,84.1,0.0,3.1,17.8,86.9,5.3,13.5,48,337,montague,montague,1.0
48339,"Montgomery County, Texas",37.2,97266,317500,19.3,0.8,6.6,0.5,72.9,60.3,5.7,1.5,37.9,90.2,4.6,9.3,48,339,montgomery,montgomery,4.0
48341,"Moore County, Texas",30.6,61325,135400,51.5,0.0,6.0,2.5,40.0,29.0,4.6,3.6,12.0,70.2,2.2,15.3,48,341,moore,,0.0
48343,"Morris County, Texas",42.4,55082,110200,9.5,0.0,1.2,0.0,89.3,62.7,18.4,5.4,15.5,87.1,7.3,16.9,48,343,morris,,0.0
48345,"Motley County, Texas",51.4,62857,81100,4.5,0.4,3.2,0.0,91.9,83.3,2.6,3.2,22.0,85.7,1.0,9.7,48,345,motley,,0.0
