state,median_household_income,median_home_value,pct_white_alone,pct_black_alone,pct_hispanic,unemployment_rate,pct_below_poverty_level
california,87001.13793103448,569022.4137931034,27.358620689655172,0.49137931034482757,4.575862068965517,6.796551724137931,12.851724137931035
florida,65467.91044776119,257244.776119403,4.443283582089552,3.4955223880597015,1.6432835820895522,4.964179104477612,14.656716417910447
michigan,64303.951807228914,182224.09638554216,2.9602409638554215,0.3397590361445783,2.9650602409638553,5.63855421686747,13.209638554216868
